Task,PairRank,Build39TaskId,Build39Sec,Build39Helper,Build39IP,Build39SlotID,Build39Where,Build40TaskId,Build40Sec,Build40Helper,Build40IP,Build40SlotID,Build40Where,DeltaSec,Ratio40Over39,Build39PeakMemory,Build40PeakMemory
UnrealEditor-FunctionalTesting.lib,1,1342,0.231,GIH-D-33028,10.226.142.72,9,local,1349,0.194,GIH-D-33028,10.226.142.72,22,local,-0.037,0.84,142,142
room_effects_utils.cc,1,3965,0.932,GIH-D-33028,10.226.142.72,14,local,3972,0.894,GIH-D-33028,10.226.142.72,31,local,-0.038,0.959,359,359
UnrealEditor-ChaosClothAsset.lib,1,1944,0.215,GIH-D-33028,10.226.142.72,27,local,1951,0.177,GIH-D-33028,10.226.142.72,22,local,-0.038,0.823,139,140
UnrealEditor-PortalServices.lib,1,2370,0.229,GIH-D-33028,10.226.142.72,16,local,2377,0.19,GIH-D-33028,10.226.142.72,23,local,-0.039,0.83,139,139
UnrealEditor-OpenXRInput.lib,1,1866,0.214,GIH-D-33028,10.226.142.72,11,local,1873,0.175,GIH-D-33028,10.226.142.72,7,local,-0.039,0.818,139,139
JointsNullOutputInstance.cpp,1,4526,1.318,GIH-D-32718,10.224.240.93,1,remote,4533,1.278,GIH-D-33028,10.226.142.72,6,local,-0.04,0.97,1456,497
UnrealEditor-MassZoneGraphNavigation.lib,1,1934,0.252,GIH-D-33028,10.226.142.72,9,local,1941,0.21,GIH-D-33028,10.226.142.72,11,local,-0.042,0.833,139,139
UnrealEditor-ConcertServer.lib,1,2832,0.234,GIH-D-33028,10.226.142.72,27,local,2839,0.192,GIH-D-33028,10.226.142.72,7,local,-0.042,0.821,141,141
GPUSkinVertexFactory.ispc.generated.h,1,18,0.215,GIH-D-33028,10.226.142.72,7,local,21,0.173,GIH-D-33028,10.226.142.72,10,local,-0.042,0.805,10,10
UnrealEditor-ImageWriteQueue.lib,1,894,0.197,GIH-D-33028,10.226.142.72,12,local,901,0.155,GIH-D-33028,10.226.142.72,18,local,-0.042,0.787,139,139
UnrealEditor-MetasoundFrontend.lib,1,1086,0.349,GIH-D-33028,10.226.142.72,7,local,1093,0.306,GIH-D-33028,10.226.142.72,11,local,-0.043,0.877,199,199
UnrealEditor-OpenCVHelper.lib,1,1130,0.247,GIH-D-33028,10.226.142.72,19,local,1137,0.204,GIH-D-33028,10.226.142.72,14,local,-0.043,0.826,139,139
UnrealEditor-MLDeformerFramework.lib,1,1194,0.209,GIH-D-33028,10.226.142.72,8,local,1201,0.166,GIH-D-33028,10.226.142.72,30,local,-0.043,0.794,140,140
VelocityField.ispc.generated.h,1,314,0.188,GIH-D-33028,10.226.142.72,30,local,321,0.144,GIH-D-33028,10.226.142.72,1,local,-0.044,0.766,9,9
UnrealEditor-ActorLayerUtilities.lib,1,1841,0.209,GIH-D-33028,10.226.142.72,7,local,1848,0.164,GIH-D-33028,10.226.142.72,16,local,-0.045,0.785,139,139
AnimEncoding_ConstantKeyLerp.ispc,2,7,8.689,GIH-D-33028,10.226.142.72,2,local,10,8.643,GIH-D-33028,10.226.142.72,5,local,-0.046,0.995,196,196
UnrealEditor-DataprepCore.lib,1,1403,0.221,GIH-D-33028,10.226.142.72,15,local,1410,0.175,GIH-D-33028,10.226.142.72,12,local,-0.046,0.792,155,155
PBDCollisionConstraints.ispc,1,422,26.139,GIH-D-33028,10.226.142.72,17,local,429,26.092,GIH-D-33028,10.226.142.72,12,local,-0.047,0.998,243,242
UnrealEditor-InterchangeCore.dll,1,680,0.461,GIH-D-33028,10.226.142.72,19,local,687,0.414,GIH-D-33028,10.226.142.72,4,local,-0.047,0.898,228,250
NNE.natvis,1,804,0.28,GIH-D-33028,10.226.142.72,1,local,811,0.233,GIH-D-33028,10.226.142.72,15,local,-0.047,0.832,11,9
UnrealEditor-ColorManagement.lib,1,795,0.192,GIH-D-33028,10.226.142.72,30,local,802,0.145,GIH-D-33028,10.226.142.72,19,local,-0.047,0.755,139,139
UnrealEditor-AudioMixerCore.dll,1,953,0.378,GIH-D-33028,10.226.142.72,2,local,960,0.328,GIH-D-33028,10.226.142.72,4,local,-0.05,0.868,188,204
UnrealEditor-NetworkFile.lib,1,2360,0.272,GIH-D-33028,10.226.142.72,29,local,2367,0.222,GIH-D-33028,10.226.142.72,15,local,-0.05,0.816,139,139
UnrealEditor-TextureCompressor.lib,1,2156,0.207,GIH-D-33028,10.226.142.72,20,local,2163,0.157,GIH-D-33028,10.226.142.72,7,local,-0.05,0.758,139,139
UnrealEditor-AssetRegistry.dll,1,2380,0.563,GIH-D-33028,10.226.142.72,15,local,2387,0.511,GIH-D-33028,10.226.142.72,3,local,-0.052,0.908,264,290
UnrealEditor-AvalancheEditorCore.lib,1,1034,0.251,GIH-D-33028,10.226.142.72,8,local,1041,0.199,GIH-D-33028,10.226.142.72,9,local,-0.052,0.793,140,140
UnrealEditor-MovieSceneCapture.lib,1,960,0.206,GIH-D-33028,10.226.142.72,27,local,967,0.154,GIH-D-33028,10.226.142.72,11,local,-0.052,0.748,140,140
UnrealEditor-MeshDescription.dll,1,677,0.449,GIH-D-33028,10.226.142.72,8,local,684,0.396,GIH-D-33028,10.226.142.72,3,local,-0.053,0.882,209,251
GeometryCollectionSceneProxy.ispc.generated.h,1,755,0.267,GIH-D-33028,10.226.142.72,9,local,762,0.214,GIH-D-33028,10.226.142.72,19,local,-0.053,0.801,10,10
UnrealEditor-InterchangeFactoryNodes.lib,1,1306,0.258,GIH-D-33028,10.226.142.72,7,local,1313,0.205,GIH-D-33028,10.226.142.72,19,local,-0.053,0.795,170,161
UnrealEditor-AudioCaptureCore.lib,1,1887,0.202,GIH-D-33028,10.226.142.72,7,local,1894,0.149,GIH-D-33028,10.226.142.72,1,local,-0.053,0.738,139,139
UnrealEditor-PakFile.lib,1,901,0.262,GIH-D-33028,10.226.142.72,15,local,908,0.208,GIH-D-33028,10.226.142.72,28,local,-0.054,0.794,140,140
reverb_onset_update_processor.cc,1,3964,0.772,GIH-D-33028,10.226.142.72,4,local,3971,0.717,GIH-D-33028,10.226.142.72,7,local,-0.055,0.929,353,353
UnrealEditor-CoreUObject.lib,1,60,0.48,GIH-D-33028,10.226.142.72,12,local,67,0.425,GIH-D-33028,10.226.142.72,22,local,-0.055,0.885,192,192
UnrealEditor-OnlineBase.dll,1,1127,0.437,GIH-D-33028,10.226.142.72,24,local,1134,0.382,GIH-D-33028,10.226.142.72,4,local,-0.055,0.874,185,229
UnrealEditor-JsonSerialization.lib,1,3684,0.269,GIH-D-33028,10.226.142.72,20,local,3691,0.213,GIH-D-33028,10.226.142.72,9,local,-0.056,0.792,139,139
UnrealEditor-SessionMessages.lib,1,2736,0.219,GIH-D-33028,10.226.142.72,15,local,2743,0.162,GIH-D-33028,10.226.142.72,5,local,-0.057,0.74,139,139
UnrealEditor-NiagaraCore.lib,1,828,0.286,GIH-D-33028,10.226.142.72,28,local,835,0.226,GIH-D-33028,10.226.142.72,13,local,-0.06,0.79,139,139
PBDJointSolverGaussSeidel.ispc.generated.h,1,296,0.245,GIH-D-33028,10.226.142.72,21,local,303,0.185,GIH-D-33028,10.226.142.72,23,local,-0.06,0.755,10,9
UnrealEditor-ImageWrapper.dll,1,798,0.652,GIH-D-33028,10.226.142.72,22,local,805,0.591,GIH-D-33028,10.226.142.72,19,local,-0.061,0.906,274,276
MultiArray.natvis,1,2916,0.219,GIH-D-33028,10.226.142.72,20,local,2923,0.158,GIH-D-33028,10.226.142.72,12,local,-0.061,0.721,10,10
GPUSkinVertexFactory.ispc,1,17,3.31,GIH-D-33028,10.226.142.72,7,local,20,3.248,GIH-D-33028,10.226.142.72,10,local,-0.062,0.981,169,169
BonePose.ispc.generated.h,1,16,0.244,GIH-D-33028,10.226.142.72,6,local,19,0.182,GIH-D-33028,10.226.142.72,9,local,-0.062,0.746,11,11
UnrealEditor-MassSimulation.lib,1,870,0.221,GIH-D-33028,10.226.142.72,1,local,877,0.158,GIH-D-33028,10.226.142.72,18,local,-0.063,0.715,139,139
Module.CBFileDataSource.cpp,1,2431,18.93,GIH-D-32331,10.224.70.125,0,remote,2438,18.866,GIH-D-X12994,10.226.40.226,0,remote,-0.064,0.997,2366,2254
UnrealEditor-VectorVM.dll,1,1065,0.443,GIH-D-33028,10.226.142.72,7,local,1072,0.379,GIH-D-33028,10.226.142.72,19,local,-0.064,0.856,196,237
UnrealEditor-MeshUtilitiesCommon.dll,1,637,0.363,GIH-D-33028,10.226.142.72,19,local,644,0.299,GIH-D-33028,10.226.142.72,12,local,-0.064,0.824,184,206
UnrealEditor-BackChannel.lib,1,3549,0.269,GIH-D-33028,10.226.142.72,14,local,3556,0.205,GIH-D-33028,10.226.142.72,3,local,-0.064,0.762,139,139
UnrealEditor-StandaloneRenderer.lib,1,2154,0.221,GIH-D-33028,10.226.142.72,11,local,2161,0.157,GIH-D-33028,10.226.142.72,11,local,-0.064,0.71,139,139
UnrealEditor-AvalancheMedia.lib,1,1413,0.297,GIH-D-33028,10.226.142.72,9,local,1420,0.232,GIH-D-33028,10.226.142.72,2,local,-0.065,0.781,171,164
UnrealEditor-InterchangeCommon.lib,1,2992,0.256,GIH-D-33028,10.226.142.72,28,local,2999,0.191,GIH-D-33028,10.226.142.72,5,local,-0.065,0.746,139,139
UnrealEditor-QuadricMeshReduction.lib,1,1916,0.251,GIH-D-33028,10.226.142.72,11,local,1923,0.185,GIH-D-33028,10.226.142.72,24,local,-0.066,0.737,139,139
UnrealEditor-Virtualization.lib,1,3367,0.296,GIH-D-33028,10.226.142.72,8,local,3374,0.228,GIH-D-33028,10.226.142.72,16,local,-0.068,0.77,140,140
UnrealEditor-CookMetadata.lib,1,2308,0.265,GIH-D-33028,10.226.142.72,29,local,2315,0.197,GIH-D-33028,10.226.142.72,2,local,-0.068,0.743,139,139
UnrealEditor-EventLoop.lib,1,3247,0.235,GIH-D-33028,10.226.142.72,9,local,3254,0.166,GIH-D-33028,10.226.142.72,5,local,-0.069,0.706,139,139
UnrealEditor-TextureFormatIntelISPCTexComp.lib,1,3344,0.332,GIH-D-33028,10.226.142.72,13,local,3351,0.262,GIH-D-33028,10.226.142.72,3,local,-0.07,0.789,139,139
UnrealEditor-XmlSerialization.lib,1,2966,0.303,GIH-D-33028,10.226.142.72,13,local,2973,0.233,GIH-D-33028,10.226.142.72,15,local,-0.07,0.769,139,139
UnrealEditor-CoreOnline.lib,1,702,0.232,GIH-D-33028,10.226.142.72,20,local,709,0.162,GIH-D-33028,10.226.142.72,8,local,-0.07,0.698,139,139
UnrealEditor-PortalMessages.lib,1,3302,0.264,GIH-D-33028,10.226.142.72,4,local,3309,0.193,GIH-D-33028,10.226.142.72,15,local,-0.071,0.731,139,139
UnrealEditor-NNERuntimeRDG.lib,1,2943,0.255,GIH-D-33028,10.226.142.72,31,local,2950,0.184,GIH-D-33028,10.226.142.72,3,local,-0.071,0.722,143,143
UnrealEditor-IoStoreOnDemand.lib,1,2323,0.278,GIH-D-33028,10.226.142.72,26,local,2330,0.205,GIH-D-33028,10.226.142.72,4,local,-0.073,0.737,140,140
UnrealEditor-StorageServerClient.lib,1,2751,0.239,GIH-D-33028,10.226.142.72,9,local,2758,0.166,GIH-D-33028,10.226.142.72,9,local,-0.073,0.695,139,139
UnrealEditor-InterchangeNodes.dll,1,1124,0.508,GIH-D-33028,10.226.142.72,21,local,1131,0.434,GIH-D-33028,10.226.142.72,3,local,-0.074,0.854,217,245
UnrealEditor-StreamingFile.lib,1,2754,0.251,GIH-D-33028,10.226.142.72,16,local,2761,0.177,GIH-D-33028,10.226.142.72,22,local,-0.074,0.705,139,139
UnrealEditor-SessionFrontend.lib,1,2734,0.28,GIH-D-33028,10.226.142.72,14,local,2741,0.205,GIH-D-33028,10.226.142.72,11,local,-0.075,0.732,143,143
AnimEncoding_ConstantKeyLerp.ispc.generated.h,1,8,0.329,GIH-D-33028,10.226.142.72,2,local,11,0.251,GIH-D-33028,10.226.142.72,5,local,-0.078,0.763,10,11
UnrealEditor-AudioCaptureWasapi.lib,1,2640,0.248,GIH-D-33028,10.226.142.72,15,local,2647,0.168,GIH-D-33028,10.226.142.72,24,local,-0.08,0.677,139,139
UnrealEditor-SmartObjectsModule.lib,1,1314,0.303,GIH-D-33028,10.226.142.72,6,local,1321,0.222,GIH-D-33028,10.226.142.72,8,local,-0.081,0.733,146,156
UnrealEditor-UnrealEdMessages.lib,1,2386,0.271,GIH-D-33028,10.226.142.72,29,local,2393,0.19,GIH-D-33028,10.226.142.72,11,local,-0.081,0.701,139,139
UnrealEditor-LocalizableMessage.lib,1,2919,0.28,GIH-D-33028,10.226.142.72,28,local,2926,0.195,GIH-D-33028,10.226.142.72,3,local,-0.085,0.696,139,139
UnrealEditor-IrisCore.lib,1,1029,0.348,GIH-D-33028,10.226.142.72,28,local,1036,0.262,GIH-D-33028,10.226.142.72,27,local,-0.086,0.753,169,169
UnrealEditor-IoStoreOnDemand.dll,1,3322,0.623,GIH-D-33028,10.226.142.72,21,local,3329,0.536,GIH-D-33028,10.226.142.72,19,local,-0.087,0.86,211,230
UnrealEditor-ImageCore.dll,1,797,0.488,GIH-D-33028,10.226.142.72,12,local,804,0.401,GIH-D-33028,10.226.142.72,3,local,-0.087,0.822,191,217
XPBDAnisotropicSpringConstraints.ispc,1,437,43.774,GIH-D-33028,10.226.142.72,24,local,444,43.686,GIH-D-33028,10.226.142.72,4,local,-0.088,0.998,235,235
UnrealEditor-DeveloperToolSettings.dll,1,1013,0.48,GIH-D-33028,10.226.142.72,15,local,1020,0.391,GIH-D-33028,10.226.142.72,4,local,-0.089,0.815,186,216
UnrealEditor-CookOnTheFly.dll,1,1095,0.492,GIH-D-33028,10.226.142.72,0,local,1102,0.402,GIH-D-33028,10.226.142.72,4,local,-0.09,0.817,183,199
PBDAxialSpringConstraints.ispc.generated.h,1,284,0.46,GIH-D-33028,10.226.142.72,15,local,291,0.37,GIH-D-33028,10.226.142.72,22,local,-0.09,0.804,11,10
UnrealEditor-AnimationEditor.lib,1,1878,0.256,GIH-D-33028,10.226.142.72,13,local,1885,0.164,GIH-D-33028,10.226.142.72,1,local,-0.092,0.641,139,139
UnrealEditor-ToolMenus.dll,1,228,0.583,GIH-D-33028,10.226.142.72,6,local,235,0.49,GIH-D-33028,10.226.142.72,4,local,-0.093,0.84,224,273
ChaosClothingSimulation.ispc.generated.h,1,1199,0.285,GIH-D-33028,10.226.142.72,29,local,1206,0.192,GIH-D-33028,10.226.142.72,12,local,-0.093,0.674,10,10
UnrealEditor-SteamShared.lib,1,2608,0.242,GIH-D-33028,10.226.142.72,16,local,2615,0.149,GIH-D-33028,10.226.142.72,2,local,-0.093,0.616,139,139
UnrealEditor-SandboxFile.dll,1,1181,0.45,GIH-D-33028,10.226.142.72,21,local,1188,0.355,GIH-D-33028,10.226.142.72,4,local,-0.095,0.789,179,192
UnrealEditor-AvalancheInteractiveToolsRuntime.lib,1,2880,0.242,GIH-D-33028,10.226.142.72,16,local,2887,0.147,GIH-D-33028,10.226.142.72,5,local,-0.095,0.607,139,139
UnrealEditor-RenderCore.dll,1,1239,0.826,GIH-D-33028,10.226.142.72,24,local,1246,0.73,GIH-D-33028,10.226.142.72,29,local,-0.096,0.884,342,352
UnrealEditor-EditorAnalyticsSession.dll,1,3242,0.512,GIH-D-33028,10.226.142.72,27,local,3249,0.416,GIH-D-33028,10.226.142.72,0,local,-0.096,0.813,179,199
UnrealEditor-SSL.dll,1,1178,0.634,GIH-D-33028,10.226.142.72,4,local,1185,0.537,GIH-D-33028,10.226.142.72,19,local,-0.097,0.847,247,237
UnrealEditor-DirectoryWatcher.dll,1,1016,0.431,GIH-D-33028,10.226.142.72,23,local,1023,0.334,GIH-D-33028,10.226.142.72,3,local,-0.097,0.775,191,204
SoftsMultiResConstraints.ispc.generated.h,1,310,0.29,GIH-D-33028,10.226.142.72,9,local,317,0.192,GIH-D-33028,10.226.142.72,2,local,-0.098,0.662,10,9
UnrealEditor-ElectraSubtitles.lib,1,3767,0.297,GIH-D-33028,10.226.142.72,20,local,3774,0.198,GIH-D-33028,10.226.142.72,14,local,-0.099,0.667,139,139
UnrealEditor-ImageWrapper.lib,1,576,0.266,GIH-D-33028,10.226.142.72,22,local,583,0.166,GIH-D-33028,10.226.142.72,1,local,-0.1,0.624,144,144
UnrealEditor-EditorAnalyticsSession.lib,1,3241,0.308,GIH-D-33028,10.226.142.72,13,local,3248,0.207,GIH-D-33028,10.226.142.72,5,local,-0.101,0.672,139,139
NNERuntimeBasicCpu.ispc,2,1297,6.715,GIH-D-33028,10.226.142.72,25,local,1304,6.612,GIH-D-33028,10.226.142.72,2,local,-0.103,0.985,114,115
UnrealEditor-MessagingCommon.dll,1,1248,0.506,GIH-D-33028,10.226.142.72,28,local,1255,0.403,GIH-D-33028,10.226.142.72,19,local,-0.103,0.796,179,225
GPUSkinVertexFactory.ispc,2,66,3.216,GIH-D-33028,10.226.142.72,18,local,73,3.112,GIH-D-33028,10.226.142.72,16,local,-0.104,0.968,169,169
UnrealEditor-TraceLog.dll,1,474,0.384,GIH-D-33028,10.226.142.72,29,local,481,0.276,GIH-D-33028,10.226.142.72,2,local,-0.108,0.719,163,167
XPBDStretchBiasElementConstraints.ispc,1,440,29.284,GIH-D-33028,10.226.142.72,21,local,447,29.173,GIH-D-33028,10.226.142.72,20,local,-0.111,0.996,201,201
UnrealEditor-MassMovement.lib,1,1043,0.281,GIH-D-33028,10.226.142.72,8,local,1050,0.17,GIH-D-33028,10.226.142.72,12,local,-0.111,0.605,139,139
UnrealEditor-CEF3Utils.lib,1,3212,0.302,GIH-D-33028,10.226.142.72,9,local,3219,0.19,GIH-D-33028,10.226.142.72,3,local,-0.112,0.629,139,139
UnrealEditor-DerivedDataCache.dll,1,1277,0.892,GIH-D-33028,10.226.142.72,2,local,1284,0.779,GIH-D-33028,10.226.142.72,29,local,-0.113,0.873,306,320
UnrealEditor-Voronoi.lib,1,1383,0.35,GIH-D-33028,10.226.142.72,4,local,1390,0.237,GIH-D-33028,10.226.142.72,18,local,-0.113,0.677,139,139
UnrealEditor-TextureBuild.lib,1,1370,0.328,GIH-D-33028,10.226.142.72,3,local,1377,0.215,GIH-D-33028,10.226.142.72,16,local,-0.113,0.655,139,139
ChaosClothingSimulation.ispc,2,1198,4.98,GIH-D-33028,10.226.142.72,29,local,1205,4.866,GIH-D-33028,10.226.142.72,23,local,-0.114,0.977,182,183
UnrealEditor-OnlineServicesCommon.lib,1,2006,0.344,GIH-D-33028,10.226.142.72,8,local,2013,0.23,GIH-D-33028,10.226.142.72,18,local,-0.114,0.669,169,169
UnrealEditor-Cbor.lib,1,1052,0.281,GIH-D-33028,10.226.142.72,2,local,1059,0.167,GIH-D-33028,10.226.142.72,2,local,-0.114,0.594,139,139
BonePose.ispc,2,15,3.719,GIH-D-33028,10.226.142.72,6,local,18,3.603,GIH-D-33028,10.226.142.72,9,local,-0.116,0.969,184,184
UnrealEditor-UniversalObjectLocator.dll,1,1268,0.525,GIH-D-33028,10.226.142.72,31,local,1275,0.409,GIH-D-33028,10.226.142.72,3,local,-0.116,0.779,182,220
UnrealEditor-TextureFormatIntelISPCTexComp.dll,1,3345,0.61,GIH-D-33028,10.226.142.72,28,local,3352,0.491,GIH-D-33028,10.226.142.72,12,local,-0.119,0.805,184,207
UnrealEditor-InterchangeDispatcher.dll,1,2997,0.542,GIH-D-33028,10.226.142.72,9,local,3004,0.422,GIH-D-33028,10.226.142.72,12,local,-0.12,0.779,189,224
UnrealEditor-AutomationMessages.lib,1,1326,0.368,GIH-D-33028,10.226.142.72,17,local,1333,0.248,GIH-D-33028,10.226.142.72,14,local,-0.12,0.674,139,139
UnrealEditor-StateGraph.lib,1,3688,0.31,GIH-D-33028,10.226.142.72,20,local,3695,0.19,GIH-D-33028,10.226.142.72,8,local,-0.12,0.613,139,139
UnrealEditor-Media.dll,1,848,0.475,GIH-D-33028,10.226.142.72,29,local,855,0.354,GIH-D-33028,10.226.142.72,12,local,-0.121,0.745,186,204
UnrealEditor-TraceLog.lib,1,472,0.332,GIH-D-33028,10.226.142.72,29,local,479,0.21,GIH-D-33028,10.226.142.72,2,local,-0.122,0.633,139,139
MovieScene.natvis,1,278,0.419,GIH-D-33028,10.226.142.72,13,local,285,0.296,GIH-D-33028,10.226.142.72,20,local,-0.123,0.706,9,9
UnrealEditor-StageDataCore.lib,1,1367,0.341,GIH-D-33028,10.226.142.72,0,local,1374,0.218,GIH-D-33028,10.226.142.72,21,local,-0.123,0.639,139,139
Module.PCGGeometryScriptInterop.cpp,1,5606,31.159,GIH-D-X5324,10.226.123.6,1,remote,5613,31.035,GIH-D-33028,10.226.142.72,29,local,-0.124,0.996,2459,2660
PBDEvolution.ispc,2,293,4.0,GIH-D-33028,10.226.142.72,20,local,300,3.876,GIH-D-33028,10.226.142.72,27,local,-0.124,0.969,160,160
UnrealEditor-Networking.dll,1,532,0.423,GIH-D-33028,10.226.142.72,8,local,539,0.299,GIH-D-33028,10.226.142.72,4,local,-0.124,0.707,180,231
Module.AudioWidgets.cpp,1,2243,63.206,gih-d-27955,10.226.122.69,5,remote,2250,63.081,GIH-D-33028,10.226.142.72,13,local,-0.125,0.998,1797,2550
UnrealEditor-Slate.lib,1,199,0.444,GIH-D-33028,10.226.142.72,8,local,206,0.317,GIH-D-33028,10.226.142.72,8,local,-0.127,0.714,182,182
UnrealEditor-PakFileUtilities.lib,1,3299,0.35,GIH-D-33028,10.226.142.72,14,local,3306,0.223,GIH-D-33028,10.226.142.72,29,local,-0.127,0.637,139,139
UnrealEditor-ElectraCDM.lib,1,3761,0.319,GIH-D-33028,10.226.142.72,4,local,3768,0.191,GIH-D-33028,10.226.142.72,25,local,-0.128,0.599,139,139
UnrealEditor-MassEntityEditor.lib,1,2030,0.293,GIH-D-33028,10.226.142.72,26,local,2037,0.164,GIH-D-33028,10.226.142.72,7,local,-0.129,0.56,139,139
UnrealEditor-HTTP.dll,1,3249,0.685,GIH-D-33028,10.226.142.72,9,local,3256,0.555,GIH-D-33028,10.226.142.72,19,local,-0.13,0.81,251,256
dte80a.tlh,1,3370,0.993,GIH-D-33028,10.226.142.72,1,local,3377,0.861,GIH-D-33028,10.226.142.72,3,local,-0.132,0.867,212,212
UnrealEditor-NetworkReplayStreaming.dll,1,1252,0.5,GIH-D-33028,10.226.142.72,16,local,1259,0.368,GIH-D-33028,10.226.142.72,4,local,-0.132,0.736,194,210
UnrealEditor-OptimusCore.lib,1,1192,0.4,GIH-D-33028,10.226.142.72,10,local,1199,0.267,GIH-D-33028,10.226.142.72,18,local,-0.133,0.667,165,165
PBDCollisionSolver.ispc,2,289,3.114,GIH-D-33028,10.226.142.72,18,local,296,2.979,GIH-D-33028,10.226.142.72,25,local,-0.135,0.957,186,187
PBDSpringConstraints.ispc.generated.h,1,304,0.346,GIH-D-33028,10.226.142.72,8,local,311,0.209,GIH-D-33028,10.226.142.72,19,local,-0.137,0.604,9,10
UnrealEditor-ProfilerClient.lib,1,3311,0.305,GIH-D-33028,10.226.142.72,28,local,3318,0.166,GIH-D-33028,10.226.142.72,8,local,-0.139,0.544,139,139
UnrealEditor-ShaderCompilerCommon.dll,1,3253,0.691,GIH-D-33028,10.226.142.72,27,local,3260,0.551,GIH-D-33028,10.226.142.72,4,local,-0.14,0.797,203,231
UnrealEditor-StormSyncCore.lib,1,1216,0.34,GIH-D-33028,10.226.142.72,24,local,1223,0.198,GIH-D-33028,10.226.142.72,17,local,-0.142,0.582,139,139
UnrealEditor-MoviePlayer.lib,1,1062,0.308,GIH-D-33028,10.226.142.72,9,local,1069,0.166,GIH-D-33028,10.226.142.72,27,local,-0.142,0.539,139,139
UnrealEditor-StageDataCore.dll,1,1368,0.645,GIH-D-33028,10.226.142.72,2,local,1375,0.502,GIH-D-33028,10.226.142.72,29,local,-0.143,0.778,200,230
RenderCore.natvis,1,211,0.444,GIH-D-33028,10.226.142.72,12,local,218,0.301,GIH-D-33028,10.226.142.72,19,local,-0.143,0.678,9,9
UnrealEditor-ClothingSystemRuntimeInterface.lib,1,746,0.33,GIH-D-33028,10.226.142.72,30,local,753,0.187,GIH-D-33028,10.226.142.72,3,local,-0.143,0.567,139,139
AnimEncoding_PerTrackCompression.ispc,2,9,20.295,GIH-D-33028,10.226.142.72,3,local,12,20.151,GIH-D-33028,10.226.142.72,6,local,-0.144,0.993,211,211
UnrealEditor-TextureShareCore.lib,1,3174,0.297,GIH-D-33028,10.226.142.72,8,local,3181,0.153,GIH-D-33028,10.226.142.72,31,local,-0.144,0.515,139,139
GeometryCollectionComponent.ispc.generated.h,1,753,0.283,GIH-D-33028,10.226.142.72,5,local,760,0.139,GIH-D-33028,10.226.142.72,8,local,-0.144,0.491,10,11
UnrealEditor-ControlRigDeveloper.lib,1,1936,0.416,GIH-D-33028,10.226.142.72,8,local,1943,0.271,GIH-D-33028,10.226.142.72,12,local,-0.145,0.651,140,140
UnrealEditor-AvalancheCore.lib,1,983,0.336,GIH-D-33028,10.226.142.72,4,local,990,0.19,GIH-D-33028,10.226.142.72,17,local,-0.146,0.565,139,139
Module.AppleARKitFaceSupport.cpp,1,5621,13.11,GIH-D-X6111,10.226.133.54,2,remote,5628,12.963,GIH-D-33028,10.226.142.72,20,local,-0.147,0.989,1218,2117
UnrealEditor-VCamCore.lib,1,1324,0.368,GIH-D-33028,10.226.142.72,9,local,1331,0.221,GIH-D-33028,10.226.142.72,15,local,-0.147,0.601,143,143
UnrealEditor-LiveLink.lib,1,1106,0.365,GIH-D-33028,10.226.142.72,18,local,1113,0.217,GIH-D-33028,10.226.142.72,24,local,-0.148,0.595,155,155
UnrealEditor-SwarmInterface.lib,1,3337,0.344,GIH-D-33028,10.226.142.72,20,local,3344,0.195,GIH-D-33028,10.226.142.72,1,local,-0.149,0.567,139,139
UnrealEditor-Zen.lib,1,1276,0.343,GIH-D-33028,10.226.142.72,17,local,1283,0.192,GIH-D-33028,10.226.142.72,28,local,-0.151,0.56,139,139
PBDLongRangeConstraints.ispc,2,297,9.324,GIH-D-33028,10.226.142.72,22,local,304,9.172,GIH-D-33028,10.226.142.72,29,local,-0.152,0.984,168,168
UnrealEditor-OnlineSubsystem.dll,1,1128,0.785,GIH-D-33028,10.226.142.72,0,local,1135,0.633,GIH-D-33028,10.226.142.72,3,local,-0.152,0.806,316,336
UnrealEditor-UEOpenExrRTTI.lib,1,3808,0.34,GIH-D-33028,10.226.142.72,14,local,3815,0.188,GIH-D-33028,10.226.142.72,28,local,-0.152,0.553,139,139
XPBDSpringConstraints.ispc,2,321,17.505,GIH-D-33028,10.226.142.72,7,local,328,17.351,GIH-D-33028,10.226.142.72,16,local,-0.154,0.991,183,183
UnrealEditor-InstallBundleManager.lib,1,1347,0.4,GIH-D-33028,10.226.142.72,17,local,1354,0.246,GIH-D-33028,10.226.142.72,15,local,-0.154,0.615,139,139
SoftsMultiResConstraints.ispc,1,433,12.602,GIH-D-33028,10.226.142.72,15,local,440,12.447,GIH-D-33028,10.226.142.72,10,local,-0.155,0.988,170,170
UnrealEditor-Voronoi.dll,1,1385,0.628,GIH-D-33028,10.226.142.72,5,local,1392,0.473,GIH-D-33028,10.226.142.72,3,local,-0.155,0.753,189,254
UnrealEditor-EOSVoiceChat.lib,1,3829,0.348,GIH-D-33028,10.226.142.72,17,local,3836,0.192,GIH-D-33028,10.226.142.72,28,local,-0.156,0.552,139,139
UnrealEditor-UniversalObjectLocator.lib,1,1190,0.341,GIH-D-33028,10.226.142.72,23,local,1197,0.185,GIH-D-33028,10.226.142.72,2,local,-0.156,0.543,139,139
UnrealEditor-Zen.dll,1,1278,0.812,GIH-D-33028,10.226.142.72,28,local,1285,0.655,GIH-D-33028,10.226.142.72,4,local,-0.157,0.807,238,247
